CompanyID,SalesOfMainProduct,SalesOfOtherProduct,Monthly budget,PrimaryType,Rank,YearFounded,CompanyStatus,OriginCity,OriginCountry,Investments,TodaysClients,ReturningClient,TotalActiveClients,ClientsInTheLast7Days,ClientsInTheLast6Months,ClientsInTheLast12Months,TotalClientsInTheLast7Days,TotalClientsInTheLast6Months,TotalClientsInTheLast12Months
64182-25,0,5,401.5,Pets,93.71822575,2014,Actively Seeking New Employees,Burlingame,United States,56,91,31,40,1,10,16,1,13,19
64193-68,0,3,,Sport,,2009,Actively Seeking New Employees,Washington,United States,2,83,2,60,,1,1,,1,6
64215-37,0,19,203.7148928,Pets,111.4295187,2011,Actively Seeking New Employees,London,United Kingdom,37,460,19,310,,3,13,,17,66
64224-28,3,8,900,Pets,326.3681024,2001,Actively Seeking New Employees,Paris,France,13,51,11,19,,1,2,,1,4
64232-83,0,1,,Growth/Expansion,,2011,Actively Seeking New Employees,Harrison,United States,2,4,1,1,,1,1,,1,1
64286-11,1,1,4688,Sport,,2019,,Cardiff,United Kingdom,2,50,2,36,,,,,1,4
64295-65,0,0,5.39887465,Pets,,2013,Actively Seeking New Employees,Jerusalem,Israel,2,21,1,14,,,1,,,2
64311-58,0,3,,Pets,,2012,Actively Seeking New Employees,Helsinki,Finland,5,63,3,30,,,1,,1,3
64330-48,0,1,,Banking,,,,,,1,2,1,2,,,,,,
64331-20,4,0,15622.26927,Limited Partner,,2010,Actively Seeking New Employees,Beijing,China,2,50,2,36,,,,,5,8
64398-88,1,1,,Banking,,1991,Acquired/Merged (Operating Subsidiary),Riga,Latvia,1,13,1,2,,,,,,
64400-95,3,1,3369.632716,Other,,1951,Actively Seeking New Employees,Tokyo,Japan,6,22,4,12,,3,3,,3,4
64404-19,0,2,,Toys,,2012,Actively Seeking New Employees,Luzern,Switzerland,4,16,3,10,,,,,,
64410-31,0,0,,Banking,,1999,Actively Seeking New Employees,Amsterdam,Netherlands,1,5,1,2,,,1,,,2
64416-25,1,17,,Pets,,,Actively Seeking New Employees,San Diego,United States,19,81,15,49,,,1,,2,3
64449-10,0,6,,Pets,,2001,Actively Seeking New Employees,Amsterdam,Netherlands,1,17,1,6,,,,,,
64452-61,3,16,,Office,,2011,Actively Seeking New Employees,Palo Alto,United States,38,90,28,46,1,7,11,1,7,12
64458-01,0,4,,Gardening,,1991,Actively Seeking New Employees,Paris,France,1,31,1,9,,,,,,2
64476-91,0,1,,Banking,,1976,Actively Seeking New Employees,Dungannon,Ireland,1,7,1,1,,,1,,,1
64479-88,0,1,,Banking,,1988,Actively Seeking New Employees,Bologna,Italy,2,36,2,7,,1,2,1,2,5
64491-22,0,0,,Gardening,,2010,,Navi Mumbai,India,1,6,1,2,,1,1,,1,1
64496-80,0,6,,Pets,,2012,Actively Seeking New Employees,Alexandria,United States,24,64,18,29,,1,4,,2,6
64500-40,0,0,,Pets,,,Actively Seeking New Employees,Chicago,United States,1,3,1,2,,,,,,
64503-19,18,17,361.4,Office,9.07839,2008,Actively Seeking New Employees,Tokyo,Japan,60,162,52,101,,11,18,,11,19
64503-37,0,11,,Office,,2012,Out of Business,Milpitas,United States,1,18,1,2,,,,,,
64510-21,0,3,,Toys,,,Actively Seeking New Employees,San Luis Obispo,United States,1,42,1,23,,,,,,
64511-47,0,2,,Banking,,,,,,1,2,1,1,,,,,,
64534-24,2,10,,Pets,,2011,Actively Seeking New Employees,Berlin,Germany,7,34,6,15,,1,1,,1,1
64545-67,0,6,2177.503645,Pets,151.1803586,2012,Actively Seeking New Employees,London,United Kingdom,42,87,26,38,,7,19,,7,19
64563-40,0,2,,Pets,13.45,2012,Actively Seeking New Employees,Brooklyn,United States,6,20,6,16,,1,1,,2,2
64563-85,0,0,,Pets,,,Actively Seeking New Employees,,,1,3,1,1,,,,,,
64623-07,0,9,,Toys,,2011,Actively Seeking New Employees,Berlin,Germany,6,34,6,15,,1,2,,1,2
64623-34,0,1,,Toys,,2013,Actively Seeking New Employees,Athens,Greece,1,16,1,10,,,,,,
64662-04,0,1,,Banking,,1998,Actively Seeking New Employees,Columbia,United States,2,7,2,2,,,,,1,1
64676-62,1,0,,Pets,,2001,Actively Seeking New Employees,London,United Kingdom,1,17,1,13,,,,,,1
64737-64,0,3,62484.07957,Banking,,1858,Actively Seeking New Employees,Saint Gallen,Switzerland,2,33,2,9,,1,1,,3,5
64767-97,0,1,,Banking,,1965,Actively Seeking New Employees,Jacksonville,United States,1,6,1,1,,,,,,
64775-35,1,7,,Toys,,1995,,Seattle,United States,5,48,5,32,,,,,,
64839-97,2,4,,Banking,,1945,Actively Seeking New Employees,Mumbai,India,4,56,3,21,,,,,3,3
64842-13,0,8,74.7,Pets,17.320375,2014,Actively Seeking New Employees,San Francisco,United States,23,70,16,36,,5,7,,6,11
64844-65,1,7,11.83760541,Office,,2012,Not Making New Products,Dreieich,Germany,3,29,2,10,,,,,,
64847-35,3,8,200,Pets,9.99999895,2012,Actively Seeking New Employees,San Francisco,United States,2,21,2,7,,1,1,,1,1
64854-37,0,3,,Pets,,2013,Out of Business,Boulder,United States,2,11,2,5,,,1,,,1
64878-40,0,1,85164.58702,Banking,,1998,Actively Seeking New Employees,Trieste,Italy,3,8,3,5,1,3,3,1,3,3
64879-84,0,2,,Gardening,,1993,Actively Seeking New Employees,London,United Kingdom,1,3,1,1,,1,1,,1,1
64883-71,0,12,,Pets,,2015,Actively Seeking New Employees,,South Korea,13,134,11,98,,2,2,,3,7
64885-60,0,2,60,Pets,22.93271479,2014,Actively Seeking New Employees,Cambridge,United States,9,27,9,21,,1,3,,1,4
64887-94,0,1,,Pets,4.2060459,2012,Actively Seeking New Employees,Wayne County,United States,3,27,2,19,,,1,,,5
64888-84,0,4,178,Pets,43.17684053,2011,Actively Seeking New Employees,San Francisco,United States,9,35,7,18,,2,2,,2,4
64889-29,0,2,84,Pets,62.305,2014,Actively Seeking New Employees,Denver,United States,5,15,4,9,,,,,,
64890-64,1,3,3000,Pharma,2066.02447,2009,Actively Seeking New Employees,London,United Kingdom,31,53,18,25,,7,9,,8,10
64891-18,0,3,1172.657087,Alcohol,,1986,Actively Seeking New Employees,London,United Kingdom,3,22,3,12,,1,1,,4,4
64901-80,1,2,,Gardening,,1991,Actively Seeking New Employees,Cary,United States,1,30,1,9,,1,1,,7,8
64904-59,0,1,,Toys,,2004,Actively Seeking New Employees,Z������������������,Switzerland,3,58,3,51,,,,,1,2
64917-64,0,0,284,Growth/Expansion,,,Actively Seeking New Employees,San Francisco,United States,5,14,3,8,,,,,,
64926-28,0,1,13306.96672,Food,70.62140074,2001,Actively Seeking New Employees,Hamburg,Germany,1,37,1,25,,,,,,1
64942-48,0,3,,Banking,,1987,Actively Seeking New Employees,Milan,Italy,3,26,2,10,,1,1,,1,2
64959-31,0,1,,Banking,,2009,Actively Seeking New Employees,London,United Kingdom,1,6,1,2,,,,,,
64966-33,0,2,,Growth/Expansion,,2014,Actively Seeking New Employees,Santa Monica,United States,12,21,11,15,,2,3,,2,3
64970-65,0,1,58427.654,Banking,,1888,Actively Seeking New Employees,Cincinnati,United States,1,5,1,2,,,1,,,1
64977-85,1,1,36.29172742,Pets,,2013,Actively Seeking New Employees,Lille,France,3,66,2,52,,,,,,1
64991-35,0,2,21,Pets,12.27742016,2013,Actively Seeking New Employees,Brooklyn,United States,20,74,14,58,,1,1,,2,5
65003-23,0,0,,VC-Backed Company,,2011,,Shanghai,China,1,5,1,3,,,,,,
65028-16,0,3,,Banking,,1988,Actively Seeking New Employees,New York,United States,1,6,1,3,,,,,,
65032-48,0,1,,Pets,,2013,Actively Seeking New Employees,Nicosia,Cyprus,1,13,1,5,,,,,,
65039-59,1,1,,Banking,,2014,Actively Seeking New Employees,Hong Kong,Hong Kong,3,32,2,12,,,1,,2,6
65045-71,0,1,12,Pets,5.4,2013,Actively Seeking New Employees,Bend,United States,7,39,7,28,,1,2,,3,7
65047-69,0,4,,Toys,,2010,Actively Seeking New Employees,London,United Kingdom,5,46,5,31,,,,,,
65048-77,1,1,,Pets,,1982,Actively Seeking New Employees,Mumbai,India,2,9,2,5,,,,,,1
65049-22,0,2,,Pets,,2011,Actively Seeking New Employees,Munich,Germany,19,48,13,25,,3,5,,4,6
65064-07,28,124,330,Office,5.39785908,1993,Actively Seeking New Employees,San Jose,United States,69,427,53,119,,7,13,,7,14
65072-62,9,71,,Toys,,2000,Actively Seeking New Employees,Washington,United States,17,368,17,220,,,,,,2
65074-60,0,3,,Pets,11.0148,2010,Actively Seeking New Employees,Lisbon,Portugal,9,44,7,34,,1,3,,2,4
65111-59,1,9,,Pets,,2013,Actively Seeking New Employees,Basking Ridge,United States,3,51,3,33,,,,,2,2
65126-17,0,0,,Banking,,1932,Actively Seeking New Employees,Stamford,United States,6,13,5,5,,,,,,
65130-40,1,1,,Pets,,2011,Actively Seeking New Employees,London,United Kingdom,2,19,2,13,,,,,,
65147-86,4,10,,Pets,,,Actively Seeking New Employees,Houston,United States,4,31,4,9,,,,,,
65152-72,0,0,5.944695,Other,,1997,,Melville,United States,1,1,1,1,,,,,,
65169-46,0,2,,Other,,,,Munich,Germany,5,17,4,7,,,,,1,1
65203-93,0,0,10,Pets,1.775,2014,Actively Seeking New Employees,Newark,United States,4,17,4,14,,,,,,1
65205-46,0,1,,Banking,,1983,Actively Seeking New Employees,Kuwait City,Kuwait,1,6,1,2,,,,,,
65224-81,0,0,,Family Office,,2014,Actively Seeking New Employees,New York,United States,1,3,1,2,,1,1,,1,1
65258-20,0,0,,Banking,,1929,Actively Seeking New Employees,New York,United States,1,24,1,2,,,,,1,1
65260-90,1,0,358.8,Limited Partner,0.67796672,2012,,Sydney,Australia,4,21,4,17,,2,2,,5,7
65262-88,0,3,96.77793979,Pets,36.04719793,2011,Actively Seeking New Employees,Munich,Germany,8,32,7,25,,,,,2,4
65280-97,0,6,1237.547905,Alcohol,,2011,Actively Seeking New Employees,Lisbon,Portugal,1,60,1,40,,,,,,1
65305-54,2,7,,Pets,,1998,Actively Seeking New Employees,Provo,United States,1,35,1,9,,,,,,
65318-68,0,1,,Banking,,2010,Actively Seeking New Employees,Oslo,Norway,1,6,1,1,,,,,,
65327-23,1,10,,Pets,,2013,Actively Seeking New Employees,New York,United States,3,30,3,12,,,,,,
65348-83,0,3,,Alcohol,,2013,Actively Seeking New Employees,New York,United States,2,13,2,5,,,,,,
65384-02,0,4,30,Pets,,2014,Actively Seeking New Employees,Moscow,Russia,4,16,4,9,,,1,,,2
65408-77,0,2,60.48621237,Pets,60.48621,2013,Actively Seeking New Employees,Bratislava,Slovakia,1,45,1,28,,,,,,
65409-67,0,1,,Banking,,2005,Actively Seeking New Employees,Paris,France,1,5,1,2,,,,,,
65414-71,2,3,,Banking,,1902,Actively Seeking New Employees,Los Angeles,United States,3,28,3,11,,1,2,,2,5
65418-40,0,2,287,Alcohol,500.1699605,2014,Actively Seeking New Employees,London,United Kingdom,2,31,2,19,,1,1,,3,4
65419-66,1,19,20,Pets,1.065,2014,Actively Seeking New Employees,Los Angeles,United States,25,142,23,86,,3,4,,4,6
65426-41,1,0,,Family Office,,2013,Actively Seeking New Employees,Chicago,United States,21,54,15,31,1,3,8,1,5,11
65426-59,1,2,405,Pets,202.0473554,2014,Actively Seeking New Employees,Chicago,United States,39,86,25,50,,9,11,,15,21
65438-74,5,3,,Pets,,2013,Actively Seeking New Employees,Cleveland,United States,4,17,4,9,,1,2,,1,3
65439-01,0,14,24,Toys,8.45701075,2012,Actively Seeking New Employees,Berkeley,United States,19,516,18,378,,1,2,,8,37
65458-90,1,4,647.3698419,Food,,1986,Actively Seeking New Employees,London,United Kingdom,3,20,3,9,,1,1,,2,4
65490-40,0,0,,Pets,,2014,Actively Seeking New Employees,Vienna,Austria,2,9,1,4,,,,,,1
65498-41,1,0,,Banking,,2002,Actively Seeking New Employees,London,United Kingdom,1,8,1,5,,1,1,,2,2
65507-59,2,2,,Other,,2000,Actively Seeking New Employees,Bingley,United Kingdom,2,12,2,4,,,1,,,1
65518-03,0,3,,Banking,,1911,Actively Seeking New Employees,London,United Kingdom,1,23,1,5,,,1,,1,2
65531-98,1,9,,Angel Group,,2012,Actively Seeking New Employees,San Diego,United States,8,48,6,28,,2,3,,5,6
65537-38,0,1,,Sport,,,,,,1,11,1,9,,,,,,
65548-81,0,3,,Banking,,1895,Actively Seeking New Employees,Tokyo,Japan,4,18,3,4,,,1,,,2
65554-03,1,5,,Pets,,2012,Actively Seeking New Employees,Saint Julians,Malta,3,32,1,11,,,1,,,1
65595-70,0,10,,Pets,,2012,Actively Seeking New Employees,Vancouver,Canada,18,104,13,63,,2,4,,3,6
65606-50,0,1,,Banking,,2006,,London,United Kingdom,1,2,1,1,,,,,,
65624-32,0,1,2066.073964,Food,,2004,Actively Seeking New Employees,London,United Kingdom,3,11,3,10,,1,2,,3,5
65636-74,1,2,,Banking,,1997,,Melbourne,Australia,13,48,8,18,,2,4,,2,4
65663-47,0,5,,Banking,,1957,Actively Seeking New Employees,Toronto,Canada,3,29,3,7,,,1,,,2
65682-10,0,1,,Banking,,1953,Actively Seeking New Employees,Hamburg,Germany,1,12,1,2,,1,1,,1,1
65704-69,3,3,3856.671399,Alcohol,72.48115759,2013,Actively Seeking New Employees,London,United Kingdom,2,76,1,16,,,,,8,10
65713-78,0,5,,Banking,,1923,Actively Seeking New Employees,Tysons,United States,4,24,3,6,,,,,2,2
65723-77,0,0,,Holding Company,,,,Dubai,United Arab Emirates,1,5,1,1,,,,,,
65727-37,0,2,,Banking,,1983,Actively Seeking New Employees,Delft,Netherlands,5,35,5,16,,,,,,1
65728-18,0,1,,Banking,,1933,Actively Seeking New Employees,Modesto,United States,1,29,1,2,1,1,1,1,1,2
65738-17,0,5,,Pets,,,Actively Seeking New Employees,Mariehamn,Finland,1,33,1,9,,1,1,,1,1
65738-35,0,2,,Banking,,2009,Actively Seeking New Employees,Stanford,United States,1,11,1,9,,,,,,
65738-62,1,7,2.5,Toys,0.1112877,2013,Actively Seeking New Employees,New Haven,United States,1,94,1,59,,,,,,
65746-81,0,1,,Banking,,1997,Actively Seeking New Employees,Mumbai,India,1,6,1,2,,1,1,,2,2
65756-26,0,2,,Real Estate,,1992,,London,United Kingdom,1,10,1,1,,,,,,
65771-83,2,13,,Toys,0.68462037,2012,Actively Seeking New Employees,Chicago,United States,18,95,18,68,,2,6,,7,23
65793-61,0,5,,Pets,,2013,Actively Seeking New Employees,San Francisco,United States,10,31,6,12,,,2,,,2
65805-76,0,6,80.26365934,Pets,,2013,Actively Seeking New Employees,Moscow,Russia,5,639,4,348,,,,,4,4
65826-82,3,2,36.4,Pets,36.4,2009,Actively Seeking New Employees,New York,United States,5,24,5,13,,1,1,,1,1
65849-86,1,4,,Pets,,,Actively Seeking New Employees,Concord,United States,1,9,1,3,,,,,,
65871-01,0,1,106.8110395,Pets,14.38417,2004,Actively Seeking New Employees,Sao Paulo,Brazil,2,20,2,11,,,,,1,2
65872-36,0,3,,Angel Group,,2008,Actively Seeking New Employees,London,United Kingdom,4,27,4,19,,1,1,,2,4
65872-45,1,5,12.12096725,Pets,1.39040068,2010,Actively Seeking New Employees,London,United Kingdom,4,146,2,102,,,1,,3,14
65874-52,0,1,,Pets,,,Actively Seeking New Employees,Ume������,Sweden,1,3,1,1,,,,,,
65895-31,9,7,22038.12228,Food,,2014,Actively Seeking New Employees,Oxford,United Kingdom,13,114,10,47,,,1,,,1
65898-19,1,2,378.7802267,Pets,,2013,Actively Seeking New Employees,Cambridge,United Kingdom,26,67,15,32,,4,5,,5,7
65906-83,0,2,,Pets,,2014,Actively Seeking New Employees,Sausalito,United States,2,11,2,7,,,,,,
65911-42,0,0,,VC-Backed Company,,2013,,San Francisco,United States,1,3,1,2,,,,,,
65912-59,6,10,211.9071962,Pets,75.62712558,2011,Actively Seeking New Employees,Montreal,Canada,3,63,2,10,,,,,,
65913-04,0,0,,Banking,,1988,,Bentley,Australia,1,8,1,5,,,,,1,1
65923-93,0,10,,Banking,,1925,Actively Seeking New Employees,Zurich,Switzerland,1,25,1,3,,,,,,
65991-07,0,2,,Toys,,2014,Actively Seeking New Employees,London,United Kingdom,3,28,1,15,,,,,,1
65998-54,0,4,,Toys,,2012,Actively Seeking New Employees,Newcastle,Australia,1,59,1,31,,,,,,
66002-50,0,0,5036339.991,Banking,,1985,Actively Seeking New Employees,Z������������������,Switzerland,3,9,2,2,,1,2,,1,2
66007-63,0,1,,Banking,,2013,Acquired/Merged (Operating Subsidiary),New York,United States,1,4,1,1,,,,,1,1
66015-28,0,2,,VC-Backed Company,,2013,Out of Business,Beijing,China,5,25,4,21,,,,,2,2
66036-07,2,5,,Impact Investing,,2004,Actively Seeking New Employees,Palo Alto,United States,31,67,25,43,,7,8,1,10,14
66040-03,0,1,,Alcohol,,,Out of Business,Luxembourg,Luxembourg,1,4,1,2,,,,,,
66044-44,0,1,,Pets,,2004,Actively Seeking New Employees,London,United Kingdom,1,13,1,6,,,,,1,1
66064-60,0,2,35,Pets,,2015,Actively Seeking New Employees,New York,United States,35,66,23,39,,5,9,,6,12
66068-11,0,5,,Gardening,,1943,Actively Seeking New Employees,Oldenburg,Germany,2,22,2,6,,,1,,3,4
66072-70,0,0,1.305,Toys,0.1782,2013,Actively Seeking New Employees,Austin,United States,1,32,1,18,,,,,,
66085-21,0,1,,Banking,,1975,Acquired/Merged (Operating Subsidiary),Upper Saddle River,United States,2,4,1,1,,,,,,
66112-03,0,4,,Toys,,2012,Actively Seeking New Employees,Chicago,United States,5,111,5,67,,,1,,,2
66132-19,0,16,,Pets,,2014,Not Making New Products,Toronto,Canada,2,58,2,28,,,,,,
66132-46,1,3,105,Growth/Expansion,,2014,Actively Seeking New Employees,,,4,16,3,9,,,,,,1
66166-21,0,0,,Banking,,,Actively Seeking New Employees,Bratislava,Slovakia,1,3,1,2,,,,,,
66169-54,0,2,2.5,Pets,,2013,Actively Seeking New Employees,Chicago,United States,2,14,2,9,,,,,,
66175-93,0,6,,Toys,,2012,Actively Seeking New Employees,Toronto,Canada,1,54,1,40,,,,,,
66182-95,1,7,49,Pets,,2014,Actively Seeking New Employees,San Francisco,United States,17,44,12,28,,2,3,,2,5
66198-97,1,4,,Office,,2014,Actively Seeking New Employees,Tokyo,Japan,27,64,22,50,,1,4,,2,8
66214-27,0,3,7.75,Pets,,2008,Actively Seeking New Employees,Athens,United States,1,43,1,25,,,,,,
66218-68,0,1,,Banking,,2013,Actively Seeking New Employees,San Francisco,United States,1,3,1,2,,,,,,
66228-94,0,0,,Banking,,2002,Actively Seeking New Employees,Oslo,Norway,1,8,1,2,,,,,,1
66241-72,2,1,,Alcohol,,1995,Actively Seeking New Employees,Beijing,China,1,12,1,6,,,,,,1
66256-84,0,1,,Banking,,1853,,Bolzano,Italy,1,1,1,1,,,,,,
66257-83,1,1,,Banking,,1991,,Tokyo,Japan,1,10,1,2,,,1,,,1
66258-73,0,3,,Alcohol,,2007,Actively Seeking New Employees,Rotterdam,Netherlands,1,30,1,18,,,1,,,3
66259-36,1,0,28000,Lender/Debt Provider,1534.470767,2008,Actively Seeking New Employees,New York,United States,1,8,1,5,,1,1,,2,2
66297-79,1,2,,Toys,,2013,Actively Seeking New Employees,Sydney,Australia,2,105,2,82,,,,,,
66299-05,0,0,,Holding Company,,1897,Actively Seeking New Employees,Oslo,Norway,1,7,1,2,,1,1,,1,1
66310-03,0,3,,Pets,,2011,Actively Seeking New Employees,Boston,United States,1,17,1,11,,,,,,
66325-78,0,10,,Toys,,2013,Actively Seeking New Employees,Munich,Germany,1,54,1,31,,,1,,,1
66331-09,0,3,,Pets,,2015,Actively Seeking New Employees,Gurugram,India,36,105,34,97,,6,14,,30,47
66331-72,0,1,186.7814238,Pets,172.95431,2014,Actively Seeking New Employees,London,United Kingdom,11,16,10,11,,1,1,,1,1
66337-03,0,0,,Pets,,,Actively Seeking New Employees,Santa Monica,United States,1,5,1,3,,,,,,
66344-41,0,3,0.01138214,Toys,0,,Actively Seeking New Employees,Buenos Aires,Argentina,2,21,2,11,,,,,,
66352-60,14,2,834,Food,39.8531614,2005,Actively Seeking New Employees,Seoul,South Korea,17,56,16,41,,2,3,1,3,6
66354-94,0,3,,Pets,,2014,Actively Seeking New Employees,Charleston,United States,11,31,9,18,,,2,,1,4
66370-42,0,1,,Pets,,,Actively Seeking New Employees,Barcelona,Spain,4,27,4,24,,,,,,
66392-11,0,0,92.8,Banking,,1989,Actively Seeking New Employees,Seattle,United States,1,6,1,3,,,,,1,1
66417-67,1,1,,Banking,,1910,Actively Seeking New Employees,Neuilly-sur-Seine,France,4,31,3,8,,,,,2,4
66418-30,0,12,,Toys,,2011,Actively Seeking New Employees,Tel Aviv,Israel,3,107,3,40,,,,,,1
66420-37,0,0,,Pets,,2014,Out of Business,London,United Kingdom,1,3,1,2,,,,,,
66422-80,1,2,11.77262201,Alcohol,,2013,Actively Seeking New Employees,Toronto,Canada,2,17,2,9,,,,,1,1
81671-14,0,0,,Banking,,1935,Actively Seeking New Employees,Torrance,United States,2,8,2,6,,,,,,
81681-22,0,3,,Banking,,1984,Actively Seeking New Employees,New York,United States,6,27,5,13,,,,,,
81723-43,0,2,90.72931855,Pets,59.6515,2011,Actively Seeking New Employees,Luxembourg,Luxembourg,2,29,2,12,,1,1,,2,4
81759-52,0,3,,Pets,,2009,Actively Seeking New Employees,Potsdam,Germany,1,14,1,5,,,,,,
81786-07,4,3,,Office,,2004,Actively Seeking New Employees,Carthage,United States,2,15,1,4,,,1,,,1
81906-40,2,3,,Office,,2013,Actively Seeking New Employees,Paris,France,5,40,4,26,,,,,,
81928-36,0,7,1.88142318,Pets,0.33821816,2010,Actively Seeking New Employees,Singapore,Singapore,4,51,3,25,,,,,,1
81987-58,0,7,,Toys,,2012,Actively Seeking New Employees,Chicago,United States,2,113,2,68,,,,,1,1
81995-59,0,1,,Pets,,2012,Actively Seeking New Employees,Carmel,United States,6,15,4,4,,,,,,
82045-72,2,5,,Pets,,2012,,Tokyo,Japan,9,64,9,44,,,5,,4,13
82117-81,0,7,,Toys,,2010,Actively Seeking New Employees,Detroit,United States,2,87,2,56,,,,,,
82177-12,0,2,1.95,Toys,1.65030175,2014,Actively Seeking New Employees,Albuquerque,United States,1,14,1,10,,,,,,
82210-78,0,0,,Holding Company,,,Actively Seeking New Employees,,,1,2,1,1,,,,,,
82239-13,2,2,,Pets,,1991,Actively Seeking New Employees,Copenhagen,Denmark,1,12,1,7,,,,,,
82271-44,0,1,,Banking,,1924,Actively Seeking New Employees,Dallas,United States,1,9,1,7,,1,1,,1,1
82320-67,0,0,,Impact Investing,,2009,Actively Seeking New Employees,Tokyo,Japan,1,7,1,5,,,,,,
82406-80,0,2,,Pets,,2010,Actively Seeking New Employees,Wellesley,United States,7,21,6,8,,,1,,,1
82414-27,0,0,,Pets,,,Actively Seeking New Employees,Basking Ridge,United States,2,3,1,1,,1,1,,1,1
82445-68,1,2,,Pets,,2009,Actively Seeking New Employees,New Delhi,India,4,20,4,9,,1,2,,1,2
82448-56,4,9,,Pets,,2010,Actively Seeking New Employees,New York,United States,15,77,15,56,,3,4,,6,7
82554-04,0,0,,Sport,,2011,,,,1,7,1,6,,,,,,
82559-17,0,1,,Toys,,,,Haifa,Israel,1,6,1,3,,,,,,
82566-64,1,1,2056531.221,Food,173.0704581,2009,Actively Seeking New Employees,Paris,France,4,38,3,26,,,1,,1,5
82596-52,0,8,,Office,,2013,Actively Seeking New Employees,Stockholm,Sweden,14,45,10,22,,2,4,,2,4
82597-87,0,1,,Pets,,2013,Actively Seeking New Employees,New York,United States,9,17,7,12,,1,1,,1,1
82616-05,1,4,,Pets,,2013,Actively Seeking New Employees,New York,United States,4,17,3,8,,,,,,
82688-41,0,9,28.25,Pets,6.88070884,2007,Actively Seeking New Employees,New York,United States,2,24,2,10,,,,,,
82766-89,0,7,30,Pets,,2011,Actively Seeking New Employees,Sao Paulo,Brazil,16,200,15,158,,,1,,3,15
82811-08,0,0,48.04879561,Pets,,2014,Actively Seeking New Employees,Mumbai,India,4,26,2,16,,1,1,,1,4
82844-20,0,2,,Toys,,2002,Actively Seeking New Employees,Nottingham,United Kingdom,5,51,3,35,,2,2,,5,7
82850-77,0,2,,Pets,,2013,Actively Seeking New Employees,London,United Kingdom,1,13,1,7,,,,,,
82868-77,0,2,,Angel Group,,2013,Actively Seeking New Employees,,,2,18,2,10,,,,,,
82919-89,0,2,,Angel Group,,,Actively Seeking New Employees,,,1,23,1,17,,,,,,2
82931-86,0,0,,Toys,,2011,,,,1,22,1,15,,,,,,
82947-34,0,7,55.53433595,Pets,55.53434,2008,Actively Seeking New Employees,Sao Paulo,Brazil,8,45,6,18,,,1,,5,8
