LandLordID,YearFounded,PreferredIndustry,LandlordOriginCity,LandlordOriginCountry,ActiveCompanies,TotalPopulationAround,Area,AllCompanyID,LastUpdated
233396-92,2017,Computer Hardware,Tsukubamirai,Japan,14,480009.187,31,"['118922-41', '125970-49', '161562-25', '233394-67', '265809-97', '42500-53', '52202-35', '53333-02', '54083-62', '59610-97', '60195-52', '60195-70', '93423-70', '95034-70']",02/22/2021
233400-70,2017,Consumer Non-Durables,Butte,United States,1,299273.8172,22,['157685-14'],02/22/2021
233402-23,2014,Commercial Products,Columbus,United States,8,248821.7423,44,"['107179-12', '160584-76', '182527-66', '233403-04', '233883-64', '53283-07', '55523-80', '56852-47']",02/02/2021
233422-66,2017,Software,Omaha,United States,7,693180.981,32,"['127740-70', '149352-13', '153972-19', '41562-28', '51508-72', '55006-30', '56051-92']",02/02/2021
233424-10,2015,Software,Los Altos,United States,2,444369.114,21,"['124319-53', '60622-12']",02/22/2021
233425-90,2017,IT Services,Boston,United States,2,637633.3862,55,"['159295-33', '170053-39']",02/15/2021
233426-17,2013,Software,Houston,United States,1,476368.6684,58,['228973-69'],02/15/2021
233429-50,2018,Consumer Non-Durables,Delft,Netherlands,13,575829.6869,21,"['106196-14', '106498-81', '106513-12', '120702-34', '150612-58', '162706-96', '168967-09', '183243-34', '435666-16', '437541-40', '439093-27', '53765-65', '58585-15']",02/22/2021
233432-29,2018,Software,Zurich,Switzerland,8,739531.1444,20,"['221447-26', '307908-64', '327363-13', '52727-68', '54172-81', '58578-13', '59140-90', '64904-59']",02/22/2021
233432-47,2016,"Metals, Minerals and Mining",D��sseldorf,Germany,7,238703.1052,24,"['183356-92', '222242-95', '228077-02', '233435-53', '233435-80', '264553-84', '52874-92']",02/22/2021
233447-14,2017,Software,New York,United States,6,464952.7499,58,"['11122-39', '148770-82', '229345-39', '233125-48', '41706-10', '62181-28']",02/02/2021
233464-78,2013,Software,Ann Arbor,United States,10,810976.8674,7,"['109242-37', '11191-96', '233982-73', '233982-91', '233983-09', '233983-36', '266373-55', '267468-40', '49063-60', '51625-27']",02/15/2021
233483-86,2015,Software,Sunnyvale,United States,9,529313.3108,62,"['10468-45', '11193-13', '115193-98', '169667-29', '178896-79', '222565-15', '227341-18', '54650-62', '55282-06']",02/22/2021
233486-83,2014,Software,Auckland,New Zealand,3,970244.4619,75,"['177323-95', '437031-10', '63943-39']",02/15/2021
233487-46,2015,Software,London,United Kingdom,1,484005.5225,9,['59582-71'],02/22/2021
233502-22,2016,Software,Manhattan Beach,United States,9,519251.278,10,"['101670-94', '124647-85', '184839-49', '233879-32', '233879-41', '266089-06', '49922-20', '51089-77', '61011-01']",02/22/2021
233505-46,2016,Commercial Products,Ottobrunn,Germany,15,661638.2652,21,"['11159-74', '150444-19', '151267-78', '166966-66', '167610-97', '228783-79', '229210-21', '233512-30', '327330-01', '343696-24', '343696-33', '435263-32', '51189-94', '54440-65', '58578-13']",02/02/2021
233506-81,2016,Healthcare Technology Systems,Amsterdam,Netherlands,3,999811.1492,33,"['11271-34', '155247-58', '294491-17']",02/22/2021
233509-06,2017,Insurance,Toronto,Canada,1,850211.0079,38,['51182-47'],02/22/2021
233512-03,2018,Software,Chicago,United States,2,721707.6825,24,"['11226-61', '433586-80']",02/02/2021
233512-12,2014,Software,Poole,United Kingdom,4,93973.55045,61,"['129842-29', '435218-23', '452781-46', '92703-61']",02/02/2021
233512-57,2018,Software,Portland,United States,9,175444.546,21,"['106107-22', '106498-81', '11229-85', '187442-38', '233515-81', '233516-08', '51143-68', '54172-81', '54305-83']",02/22/2021
233513-11,2012,"Restaurants, Hotels and Leisure",Cambridge,United Kingdom,1,597253.1357,42,['10345-60'],02/09/2021
233514-55,2011,Consumer Non-Durables,Santa Barbara,United States,16,250686.9217,5,"['10043-83', '10388-53', '107838-55', '109531-99', '11246-23', '149815-18', '180284-68', '434059-39', '434059-48', '434059-57', '434059-66', '434059-75', '434059-84', '434059-93', '435589-39', '435596-77']",02/08/2021
233520-76,2018,Software,New York,United States,18,14409.69139,60,"['10081-72', '155604-61', '156307-15', '226877-32', '229832-74', '231399-10', '233613-46', '234449-20', '268029-10', '268227-37', '268227-64', '277615-72', '435949-21', '442541-53', '442541-80', '442541-89', '52815-70', '53503-93']",02/02/2021
233523-46,2012,Software,Roswell,United States,2,806463.1722,2,"['25350-04', '55826-56']",02/15/2021
233527-96,2018,Software,Acton,United States,4,690391.8687,24,"['110331-10', '168374-08', '42183-19', '51709-96']",02/02/2021
233541-01,2012,IT Services,Santa Cruz,United States,3,988035.0608,60,"['167492-08', '235263-16', '51038-20']",02/22/2021
233541-64,2018,Software,San Jose,United States,1,861411.9344,10,['183284-56'],02/22/2021
233543-98,2016,Software,Miami,United States,6,180831.8199,73,"['124647-85', '125524-18', '127538-56', '185354-65', '315142-57', '51006-88']",02/22/2021
233544-70,2013,Pharmaceuticals and Biotechnology,Boston,United States,1,623183.9463,53,['52158-25'],02/15/2021
233549-74,2015,Software,Fornebu,Norway,3,364960.2532,72,"['123765-04', '133086-25', '160136-29']",02/22/2021
233551-81,2014,Software,Tokyo,Japan,10,415632.4636,24,"['11254-87', '166962-25', '434129-05', '436011-85', '437861-62', '437861-71', '437861-80', '437861-98', '55234-99', '90092-89']",02/02/2021
233552-71,2013,Software,Melbourne,Australia,7,335298.1242,50,"['110330-83', '166366-27', '168422-50', '339848-47', '55878-49', '59170-24', '94747-87']",02/22/2021
233556-13,2015,Healthcare Technology Systems,Tokyo,Japan,5,485161.3234,44,"['166962-25', '265809-97', '267066-10', '267066-19', '60750-37']",02/22/2021
233556-22,2016,Software,Tokyo,Japan,6,64991.67437,12,"['149089-60', '166962-25', '225537-76', '54083-62', '56431-63', '57349-27']",02/22/2021
233556-40,2016,Software,Irvine,United States,13,773421.4426,1,"['110164-51', '128626-75', '130731-31', '233560-81', '233560-90', '233561-08', '233561-17', '233561-26', '233561-35', '275646-07', '433220-95', '54172-81', '98789-14']",02/22/2021
233558-38,2018,Software,San Francisco,United States,6,401048.3458,16,"['152596-18', '159251-41', '170388-19', '54172-81', '57497-68', '99508-96']",02/02/2021
233580-70,2017,Consumer Non-Durables,Boulder,United States,8,807181.1092,25,"['106142-68', '182869-84', '224570-53', '231884-92', '43014-79', '54556-57', '54704-62', '63633-25']",02/22/2021
233613-73,2018,Software,Chicago,United States,29,243672.0549,20,"['10083-16', '10297-90', '11749-87', '12620-89', '13240-18', '153289-81', '179921-89', '185959-36', '186829-30', '229945-96', '230037-67', '232822-00', '233258-14', '233671-60', '233706-61', '277101-91', '41453-74', '41498-92', '43001-65', '51192-64', '52211-35', '52244-11', '52709-59', '54941-50', '56560-42', '60945-31', '60951-61', '63080-83', '86527-00']",02/22/2021
233633-89,2013,Software,Marseille,France,3,214156.7123,5,"['11177-47', '166627-90', '168895-81']",02/02/2021
233636-14,2017,Commercial Services,Bengaluru,India,13,332627.2355,11,"['10139-41', '109956-79', '163906-93', '167489-20', '167913-64', '168937-84', '398697-94', '436686-13', '436687-57', '436894-93', '54192-61', '54855-55', '95392-81']",02/22/2021
233642-08,2017,Software,New York,United States,1,20521.43521,21,['233723-98'],02/22/2021
233652-52,2018,Consumer Non-Durables,Rehovot,Israel,12,218068.4412,12,"['11203-21', '125141-68', '181982-26', '222218-29', '228244-24', '231985-63', '233661-07', '267406-66', '436702-06', '439093-27', '454901-50', '54360-28']",02/22/2021
233655-58,2017,Commercial Services,San Francisco,United States,8,191384.0066,5,"['149720-23', '178357-51', '222422-95', '235306-45', '55132-03', '60082-66', '61064-38', '61372-27']",02/15/2021
233661-34,2014,Software,Paris,France,6,328334.7616,69,"['11106-37', '221937-22', '223508-62', '230680-81', '52774-75', '58004-02']",02/08/2021
233661-88,2016,Transportation,Bedford,Canada,9,998978.0647,53,"['108358-57', '11118-97', '179412-31', '186648-04', '459509-14', '51762-25', '56355-94', '58428-46', '99285-49']",02/02/2021
233662-24,2006,Software,Newport,United States,2,607109.4614,62,"['55282-06', '58804-66']",02/02/2021
233663-77,2008,Commercial Products,Turin,Italy,2,539712.7912,69,"['25284-61', '52807-24']",02/08/2021
233667-46,2018,Services (Non-Financial),Seattle,United States,9,95140.08757,49,"['10350-37', '109883-89', '182462-95', '184557-16', '52206-76', '53997-76', '62006-32', '62349-85', '97548-85']",02/22/2021
233668-45,2018,Consumer Non-Durables,Los Angeles,United States,9,577497.8286,60,"['105884-29', '11333-26', '164226-25', '232674-22', '403963-75', '435051-91', '439397-38', '54300-07', '65419-66']",02/15/2021
233694-37,2018,Software,Hamburg,Germany,4,243374.9115,50,"['164228-14', '166617-73', '51311-35', '52874-92']",02/15/2021
233694-91,2017,Software,Paris,France,10,820592.7838,36,"['10364-77', '107969-14', '114163-66', '12646-36', '164228-14', '164290-24', '180743-86', '279801-82', '51022-00', '58004-02']",02/02/2021
233695-18,2015,Healthcare Technology Systems,Bielefeld,Germany,4,839442.8307,73,"['11259-82', '120641-50', '164228-14', '53967-52']",02/22/2021
233697-25,2018,Software,Berlin,Germany,14,514215.6563,58,"['105886-27', '111836-26', '11216-98', '113167-99', '150612-58', '166470-40', '221936-32', '222420-61', '225950-86', '226095-13', '233700-94', '436060-54', '51625-90', '56253-34']",02/02/2021
233698-60,2017,Healthcare Technology Systems,Atlanta,United States,5,509739.3485,34,"['399187-81', '51721-57', '52211-62', '53575-48', '98210-98']",02/09/2021
233698-87,2016,Software,Paris,France,6,960104.0008,4,"['104145-67', '108849-79', '128456-20', '181797-13', '233791-21', '58004-02']",02/02/2021
233710-30,2017,Software,Munich,Germany,10,941903.2023,40,"['154387-00', '233724-70', '233725-96', '233726-23', '234242-20', '268687-36', '431300-62', '54594-91', '60770-44', '84656-17']",02/02/2021
233719-66,2017,Software,New York,United States,15,570754.4041,32,"['10123-03', '10139-41', '11122-39', '11203-21', '11209-51', '11215-63', '183210-58', '188065-18', '228885-31', '232265-71', '232480-00', '265906-54', '266110-03', '54946-18', '56833-03']",02/02/2021
233721-46,2014,Commercial Products,Petah Tikva,Israel,3,777264.1747,46,"['171636-49', '53853-22', '61276-96']",02/02/2021
233721-55,2011,Software,Manchester,United Kingdom,1,398100.1999,55,['53506-63'],02/02/2021
233722-18,2017,Software,Boston,United States,6,531507.2005,60,"['10139-41', '10331-11', '157710-16', '188020-18', '57781-45', '64885-60']",02/22/2021
233724-61,2017,Retail,Redwood City,United States,7,836516.932,36,"['11174-86', '11216-98', '11227-60', '170365-78', '222123-25', '230150-26', '96577-48']",02/22/2021
233726-14,2015,Commercial Services,Singapore,Singapore,8,249835.7005,31,"['11336-32', '233733-88', '233737-39', '434778-31', '51004-90', '54942-40', '58901-95', '58914-46']",02/02/2021
233726-77,2006,IT Services,Copenhagen,Denmark,1,983523.5742,40,['11329-12'],02/15/2021
233731-36,2018,Software,Dallas,United States,3,270061.7572,4,"['108041-14', '226972-72', '266184-55']",02/02/2021
233733-52,2017,Software,Saint-Ouen,France,9,648209.4847,77,"['106070-14', '11108-17', '114531-67', '124037-38', '149025-07', '233737-12', '42475-78', '57868-57', '61285-87']",02/02/2021
233742-70,2018,Software,Seattle,United States,10,12695.76937,69,"['106352-56', '11331-10', '124275-25', '161595-82', '167876-65', '227419-12', '232532-02', '233816-23', '54172-81', '64416-25']",02/22/2021
233746-57,2018,Software,Washington,United States,14,700414.2634,22,"['106270-66', '106540-30', '106628-05', '109607-50', '115179-13', '224112-70', '234384-58', '265642-48', '437275-54', '454611-79', '458512-84', '459418-96', '459948-25', '459948-97']",02/22/2021
233761-96,2017,Consumer Non-Durables,Los Angeles,United States,8,398017.6115,13,"['11191-87', '11290-51', '155859-76', '163162-54', '268179-85', '336993-22', '40420-36', '56833-03']",02/02/2021
233767-00,2014,Computer Hardware,Stamford,United States,1,360474.7884,74,['54678-52'],02/02/2021
233767-81,2018,Services (Non-Financial),San Francisco,United States,2,622538.7532,24,"['43226-11', '52858-63']",02/15/2021
233773-48,2018,Software,San Jose,United States,4,344474.4573,38,"['11333-26', '170671-96', '183284-56', '265332-97']",02/02/2021
233773-57,2017,Software,Palo Alto,United States,5,929921.4834,35,"['11220-13', '11321-29', '183284-56', '235011-52', '433641-70']",02/02/2021
233775-10,2018,Media,Mumbai,India,4,422559.6379,65,"['149516-20', '154351-72', '54582-85', '58222-18']",02/22/2021
233781-85,2018,Software,Santa Clara,United States,6,855886.9899,51,"['105991-75', '11320-66', '114710-05', '11593-00', '57781-45', '65064-07']",02/22/2021
233788-06,2007,Commercial Services,Newry,United Kingdom,3,673516.9066,35,"['399073-60', '399073-87', '42742-09']",02/22/2021
233788-69,2017,Healthcare Services,New York,United States,9,918551.1897,10,"['10331-11', '110390-41', '11189-44', '11209-51', '121035-61', '222605-20', '228885-31', '53345-35', '56833-03']",02/22/2021
233789-95,2013,Commercial Services,Tokyo,Japan,9,365675.1496,20,"['11435-05', '144649-72', '233483-23', '53333-02', '54083-62', '55545-85', '60195-52', '63241-93', '93423-70']",02/02/2021
233790-31,2005,Computer Hardware,Tokyo,Japan,8,141419.204,44,"['10965-88', '11560-96', '53383-96', '55481-05', '60195-52', '61409-17', '63241-93', '64503-19']",02/02/2021
233790-67,2018,Consumer Durables,Burlington,United States,22,551297.1173,54,"['106022-53', '106060-60', '106214-41', '106326-55', '11135-71', '11216-98', '11315-62', '124929-82', '126167-59', '152815-78', '183656-44', '187442-38', '225318-25', '227537-56', '227750-86', '233125-48', '343304-47', '432704-26', '433201-69', '438008-32', '49063-60', '62299-09']",02/15/2021
233797-33,2018,Consumer Non-Durables,New York,United States,9,107648.2404,35,"['106022-53', '122475-07', '123237-55', '149120-20', '50980-60', '50980-69', '52370-29', '55618-12', '56833-03']",02/02/2021
233800-93,2015,Consumer Non-Durables,Philadelphia,United States,3,543414.2578,62,"['100731-07', '267240-43', '40420-36']",02/08/2021
233807-05,2017,Retail,San Francisco,United States,8,907984.6738,41,"['11124-64', '11135-71', '11315-62', '11323-27', '227386-45', '52370-29', '52508-08', '97899-13']",02/15/2021
233812-36,2016,Commercial Products,Mississauga,Canada,8,429273.4588,24,"['107126-56', '126374-59', '231681-70', '398932-39', '52068-88', '52667-47', '54288-91', '98687-08']",02/22/2021
233812-99,2017,Other Financial Services,Alexandria,United States,7,917348.8145,23,"['115611-49', '169984-54', '233801-56', '254578-33', '314619-40', '56451-79', '64496-80']",02/02/2021
233813-53,2018,Computer Hardware,Melbourne,United States,9,493430.7978,33,"['107510-32', '159458-86', '223563-97', '234454-06', '431212-51', '50933-44', '54883-36', '59034-61', '98682-67']",02/15/2021
233814-07,2011,Software,Tel Aviv,Israel,2,540145.1165,10,"['171636-49', '233824-60']",02/22/2021
233835-22,2017,Media,Los Angeles,United States,2,276855.6136,0,"['57571-21', '60951-25']",02/02/2021
233838-64,2018,Software,San Jose,United States,7,411771.7844,52,"['100582-75', '106104-61', '11220-13', '155248-48', '179826-31', '51044-86', '55450-27']",02/15/2021
233846-92,2017,Software,San Francisco,United States,40,81192.75348,48,"['10123-03', '106041-70', '106128-19', '106283-80', '109178-56', '10994-05', '110331-10', '120913-21', '124315-39', '126348-76', '148630-87', '153042-22', '161866-81', '168852-52', '169461-64', '179237-89', '179483-95', '221469-31', '223507-63', '224414-92', '224548-84', '226878-04', '227162-53', '227400-13', '228935-89', '229091-86', '230149-00', '231106-87', '232524-64', '233706-61', '233849-71', '233849-98', '234449-20', '264190-60', '268793-11', '339873-94', '432789-67', '443322-19', '51595-21', '57379-15']",02/02/2021
233849-80,2017,Consumer Durables,Foster City,United States,7,16684.52248,27,"['11165-50', '11303-11', '124929-82', '164128-06', '168628-24', '52588-54', '60082-66']",02/15/2021
233855-02,2017,Healthcare Technology Systems,San Mateo,United States,8,5601.697512,6,"['228234-16', '229021-75', '432849-88', '436542-49', '52802-38', '53527-24', '53655-31', '61113-07']",02/02/2021
233857-54,2017,Consumer Non-Durables,Philadelphia,United States,3,493337.9624,5,"['180166-60', '221936-86', '52370-29']",02/22/2021
233863-03,2017,Computer Hardware,San Jose,United States,2,267357.1034,32,"['233861-32', '384705-91']",02/22/2021
233863-48,2016,Software,New York,United States,24,161823.1032,60,"['10382-32', '106040-71', '106145-29', '106270-66', '106312-15', '106540-30', '11295-73', '11315-62', '114136-57', '124319-53', '133147-81', '181950-40', '223437-79', '234830-98', '268764-04', '343660-60', '435034-63', '442762-75', '442762-84', '454449-43', '52370-29', '57697-12', '58994-74', '59891-50']",02/08/2021
